AC Quapy,PAC Quapy,AC MLQuantify,PAC MLQuantify
0.0017558143187866389,0.0027650185784630727,0.0017556055981248545,0.0027643063228781246
0.0042681992788803375,0.003103031794018158,0.004268418714635719,0.00310124452049059
0.003927386346816721,0.0022552728503101244,0.003926404099729227,0.002254666394885268
0.0035920242183703002,0.004174633317376062,0.003591401356765627,0.004174318637569306
0.0057949263294870415,0.005719239047157348,0.005794762190668649,0.005719687999175438
0.002697760420044431,0.001737057086270595,0.002696642628781822,0.0017376205178394868
0.005581187486371613,0.005644557180427402,0.005580799380776533,0.005647921812437965
0.005121258024876079,0.004078355320877804,0.0051213709615832975,0.004078281082583213
0.00700622967690684,0.0061223914333622675,0.0070066662717905084,0.006122684624701772
0.0027919071062527108,0.0036266387528893804,0.002791201149511199,0.0036275917741475
0.0032626561830924237,0.003990647135496216,0.0032629419631797336,0.003989615752227503
0.006211334044407628,0.0031805214572061665,0.006209629751621322,0.0031810303378211648
0.002708302488542717,0.0020035987389199874,0.002707522186292795,0.0020029314432270526
0.003190964332929098,0.002719159950424327,0.003190856107615258,0.002719152575653631
0.007065384824862071,0.005753675553503334,0.00706671818753817,0.0057537806689115295
0.002161773398214693,0.0024539145003837615,0.002161214698953696,0.0024538473614557376
0.0024868126676662722,0.0011351846957710578,0.0024863880778947267,0.0011347237120800404
0.004954317997473289,0.002528797017210597,0.004954357548378736,0.0025290934845133566
0.003367436259416355,0.0015595452987259106,0.0033675734356564463,0.0015595224950610673
0.0024779594636976207,0.0030628858800122497,0.0024781352395752093,0.003062081103404291
